Customer ID,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn,Age,Under 30,Married,Number of Dependents,Location ID,Population,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Tenure Bins,Satisfaction Score Label
5968-XQIVE,34.89326,-116.505958,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,No,0,32,No,Yes,0,YMHBYM4975,2899,Yes,2,Offer A,11.57,18,No,No,No,Yes,0.0,0,833.04,7421.99,3,"(60, 72]",3
8896-RAZCR,34.647959,-117.296957,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.9,868.1,No,0,42,No,No,0,RHBWRT7314,909,No,0,Offer B,13.45,0,No,No,No,No,0.0,0,591.8,1459.9,5,"(24, 48]",5
4933-IKULF,34.459322,-117.629729,Female,Yes,No,No,Yes,No,No,No,No,No,No internet service,No,No,One year,No,Mailed check,20.65,330.6,No,0,71,No,No,0,CVBHEX6665,4280,No,0,Offer D,24.15,0,No,No,No,No,0.0,0,410.55,741.15,4,"(12, 24]",4
1304-BCCFO,34.064073,-117.166158,Male,No,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,No,0,24,Yes,Yes,0,FUNDHC7617,36675,Yes,2,No Offer,14.91,82,Yes,No,Yes,Yes,0.0,0,134.19,698.59,3,"(0, 12]",3
4104-PVRPS,34.109775,-117.378904,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,No,0,56,No,Yes,0,KXWFNN9896,75882,Yes,7,Offer C,1.02,3,No,Yes,No,No,0.0,120,24.48,1459.83,3,"(12, 24]",3
3780-DDGSE,35.924252,-116.188668,Male,Yes,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,No,0,77,No,Yes,1,SFWKBW5572,87,Yes,6,Offer C,14.19,17,No,Yes,Yes,Yes,0.0,0,496.65,3243.85,5,"(24, 48]",5
4431-EDMIQ,34.243088,-116.830015,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,No,0,47,No,Yes,3,EOZAJA1163,1834,Yes,8,No Offer,16.22,53,Yes,Yes,No,Yes,0.0,0,113.54,667.59,3,"(0, 12]",3
0486-LGCCH,34.567058,-117.362329,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.65,225.75,No,0,48,No,Yes,2,JTITTM2455,12083,Yes,2,Offer D,40.76,0,No,No,No,No,0.0,0,448.36,674.11,3,"(0, 12]",3
4612-SSVHJ,35.013299,-116.834092,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,No,0,74,No,No,0,RKKPUS2631,1195,No,0,Offer D,23.18,21,No,No,Yes,Yes,0.0,0,463.6,2135.2,5,"(12, 24]",5
5168-MQQCA,34.04597,-117.011825,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,No,0,50,No,Yes,0,ERPOHZ5415,41575,Yes,2,Offer A,38.44,16,Yes,Yes,Yes,Yes,0.0,0,2767.68,10771.48,4,"(60, 72]",4
7971-HLVXI,34.183286,-117.221722,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,No,0,62,No,Yes,2,FEWNVG8741,53636,Yes,4,Offer A,44.0,20,No,No,Yes,Yes,0.0,0,3168.0,9298.85,5,"(60, 72]",5
9094-AZPHK,34.142747,-117.300864,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415,No,0,64,No,No,0,MORTLY2249,24644,No,0,Offer D,32.07,28,No,No,Yes,No,0.0,0,481.05,1896.05,3,"(12, 24]",3
3649-JPUGY,34.250069,-117.393949,Male,No,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,No,0,26,Yes,No,0,TXCIQS8545,49355,No,0,Offer A,44.46,48,Yes,Yes,Yes,Yes,0.0,0,3201.12,9403.07,3,"(60, 72]",3
4472-LVYGI,34.084909,-117.258107,Female,No,Yes,No,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.55, ,No,0,43,No,Yes,0,KMFJPP2623,12149,Yes,2,No Offer,0.0,20,Yes,Yes,No,Yes,0.0,0,0.0,525.5,3,"(0, 12]",3
3552-CTCYF,34.122501,-117.320138,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,No,0,42,No,Yes,3,BQWXQD8714,23146,Yes,4,Offer B,40.73,76,Yes,No,Yes,Yes,0.0,0,2565.99,9163.24,5,"(60, 72]",5
6778-YSNIH,33.994676,-117.372498,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,No,0,63,No,No,0,CBFTUG4355,18999,No,0,No Offer,27.02,26,No,No,No,Yes,0.0,0,54.04,168.19,5,"(0, 12]",5
5756-OZRIO,33.9108,-117.398153,Male,Yes,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,No,0,73,No,Yes,0,KPHTHJ7582,46550,Yes,9,No Offer,34.24,20,No,No,Yes,Yes,0.0,0,2088.64,5991.24,4,"(60, 72]",4
6579-JPICP,33.920907,-117.489426,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,20.4,20.4,No,0,31,No,No,0,TEUMZS7558,38446,No,0,No Offer,17.81,0,No,No,No,No,0.0,0,17.81,38.21,5,"(0, 12]",5
4134-BSXLX,33.976328,-117.319786,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,No,0,32,No,Yes,0,QRHSGH6169,48649,Yes,7,Offer C,28.86,24,No,Yes,No,Yes,0.0,0,808.08,2593.73,3,"(24, 48]",3
0505-SPOOW,33.885499,-117.324959,Female,No,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),19.8,1397.65,No,0,41,No,Yes,0,XPIIOM1395,17147,Yes,7,Offer A,11.71,0,No,No,No,No,0.0,0,819.7,2217.35,4,"(60, 72]",4
4374-YMUSQ,33.655421,-117.391751,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,No,0,64,No,No,0,HXRYEJ4783,38519,No,0,Offer C,22.41,13,Yes,Yes,Yes,Yes,0.0,0,761.94,4660.99,3,"(24, 48]",3
4513-CXYIX,33.705836,-117.318204,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676,No,0,73,No,Yes,0,CAWJBO5138,4546,Yes,4,Offer A,43.99,17,No,No,No,Yes,0.0,0,3123.29,8799.29,3,"(60, 72]",3
3957-HHLMR,33.482243,-116.827173,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,No,0,50,No,Yes,0,TYLIFD3493,2433,Yes,1,Offer A,29.72,12,No,No,Yes,Yes,0.0,0,2080.4,6623.55,3,"(60, 72]",3
7803-XOCCZ,33.527605,-116.666551,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,No,0,54,No,Yes,2,THUNZP4188,3745,Yes,1,Offer B,31.96,26,Yes,Yes,No,Yes,0.0,0,1661.92,5988.72,3,"(48, 60]",3
5736-YEJAX,33.739415,-116.968339,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,No,0,23,Yes,No,0,NRTVDX6513,29687,No,0,Offer A,26.45,46,Yes,Yes,No,No,0.0,80,1825.05,7407.6,4,"(60, 72]",4
8981-FJGLA,33.734933,-117.044145,Male,No,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,No,0,63,No,No,2,VHDPIA4292,25694,No,0,Offer D,47.12,23,Yes,No,No,Yes,0.0,0,518.32,1370.12,5,"(0, 12]",5
1135-LMECX,33.88274,-117.224878,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,19.85,19.85,No,0,47,No,No,0,RWWQJU9925,22983,No,0,No Offer,16.47,0,No,No,No,No,0.0,0,16.47,36.32,5,"(0, 12]",5
4332-MUOEZ,33.923149,-117.244933,Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,No,0,78,No,Yes,0,XOBTZP4779,61205,Yes,1,No Offer,32.54,5,Yes,Yes,No,Yes,0.0,0,650.8,2469.1,3,"(12, 24]",3
8535-SFUTN,33.907361,-117.109972,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,No,0,21,Yes,No,0,FCGOTU6176,12743,No,0,Offer B,36.05,73,Yes,No,Yes,Yes,0.0,0,2199.05,8499.2,3,"(60, 72]",3
8677-HDZEE,33.638645,-116.55783,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,No,0,42,No,No,0,LZQRTL6589,1500,No,0,Offer B,2.5,3,No,Yes,Yes,Yes,0.0,0,140.0,6056.95,3,"(48, 60]",3
2475-MROZF,33.548869,-117.334165,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,No,0,36,No,No,0,XMZLPK2134,36149,No,0,Offer C,2.87,29,Yes,Yes,No,Yes,0.0,0,86.1,2938.5,3,"(24, 48]",3
3482-ABPKK,33.82769,-117.102244,Female,No,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,No,0,19,Yes,No,0,NBOTDD8366,7344,No,0,Offer C,28.42,48,No,Yes,No,No,0.0,150,795.76,2492.06,3,"(24, 48]",3
6705-LXORM,33.787298,-117.320676,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,No,0,79,No,Yes,0,YDPQGV9799,36817,Yes,1,Offer E,5.42,23,No,No,No,Yes,0.0,0,27.1,329.7,4,"(0, 12]",4
7531-GQHME,33.806708,-117.02007,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),20.05,265.45,No,0,34,No,No,0,LGIMNN5996,4456,No,0,Offer D,38.96,0,No,No,No,No,0.0,0,467.52,732.97,4,"(0, 12]",4
5174-ITUMV,33.796568,-116.924723,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,No,0,37,No,Yes,2,LNMKJL3748,21349,No,0,Offer A,38.98,16,Yes,No,Yes,Yes,0.0,0,2611.66,9601.11,5,"(60, 72]",5
4109-CYRBD,33.653338,-117.178271,Male,Yes,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442,No,0,77,No,Yes,0,OMEZRU8768,14068,Yes,1,Offer C,37.65,9,No,No,No,Yes,0.0,0,1091.85,2533.85,5,"(24, 48]",5
0913-XWSCN,33.739412,-117.173334,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,No,0,29,Yes,Yes,2,EQGYOQ9969,8692,Yes,1,Offer B,41.89,52,No,No,Yes,Yes,0.0,0,2303.95,7017.35,4,"(48, 60]",4
0750-EBAIU,33.475493,-117.219551,Male,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,No,0,43,No,No,0,YDDHRK7183,3070,No,0,Offer B,31.31,12,Yes,No,No,Yes,0.0,0,1628.12,6366.42,3,"(48, 60]",3
8606-CIQUL,33.540604,-117.10909,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,No,0,77,No,Yes,1,FMOIMU3154,25655,Yes,1,Offer A,30.78,17,Yes,Yes,No,No,0.0,110,2216.16,10725.31,4,"(60, 72]",4
3571-DPYUH,33.507255,-117.029473,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,No,0,30,No,Yes,3,ECKPCX9131,46171,Yes,1,Offer B,43.75,69,No,Yes,No,Yes,0.0,0,2537.5,7967.85,4,"(48, 60]",4
7601-GNDYK,33.617108,-117.253349,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.6,686.95,No,0,52,No,Yes,3,UAAQRT1259,19368,Yes,1,Offer C,20.85,0,No,No,No,No,0.0,0,729.75,1416.7,4,"(24, 48]",4
0356-OBMAC,33.657433,-117.04254,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,No,0,80,No,No,0,IWJLKY2586,4093,No,0,No Offer,17.33,16,Yes,Yes,No,Yes,0.0,0,970.48,6676.78,3,"(48, 60]",3
8067-NIOYM,33.720359,-117.733655,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),21.1,490.65,No,0,51,No,Yes,3,DUMEDC8161,2762,Yes,9,Offer C,20.6,0,No,No,No,No,0.0,0,494.4,985.05,5,"(12, 24]",5
1403-GYAFU,33.688546,-117.788091,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Credit card (automatic),20.05,1360.25,No,0,47,No,Yes,2,ZUVZNM9421,27369,Yes,5,Offer A,48.57,0,No,No,No,No,0.0,0,3399.9,4760.15,3,"(60, 72]",3
4234-XTNEA,33.703976,-117.824172,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,No,0,25,Yes,No,0,DEFYAK4728,17621,No,0,No Offer,37.7,73,No,No,No,Yes,0.0,0,75.4,249.85,5,"(0, 12]",5
1297-VQDRP,33.698728,-117.67768,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,No,0,80,No,Yes,1,RVAKPM2776,10936,No,0,Offer A,32.11,12,Yes,Yes,No,No,0.0,50,2183.48,9613.28,5,"(60, 72]",5
5348-CAGXB,33.680302,-117.833296,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,No,0,60,No,No,0,ZHQJRF4251,22499,No,0,Offer D,33.36,22,Yes,No,No,Yes,0.0,0,400.32,1422.07,4,"(0, 12]",4
0621-HJWXJ,33.667145,-117.732135,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,No,0,54,No,Yes,0,VITNWD7628,6301,Yes,1,Offer B,21.15,24,No,No,No,Yes,0.0,0,1332.45,6361.5,4,"(60, 72]",4
5844-QVTAT,33.716136,-117.752574,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,No,0,24,Yes,Yes,0,NXRNAO6198,26419,Yes,8,Offer C,8.79,27,Yes,No,No,Yes,0.0,0,290.07,2245.47,4,"(24, 48]",4
8905-IAZPF,33.458754,-117.665104,Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,No,0,32,No,Yes,0,QILBSD5867,7465,Yes,4,No Offer,46.87,11,No,No,Yes,Yes,0.0,0,3234.03,9978.23,3,"(60, 72]",3
5394-MEITZ,33.600987,-117.862734,Female,No,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,No,0,26,Yes,Yes,0,PPCURS8522,13422,Yes,5,No Offer,14.0,42,Yes,Yes,Yes,Yes,0.0,0,840.0,5786.7,5,"(48, 60]",5
6859-QNXIQ,33.678591,-117.905471,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,No,0,43,No,Yes,5,JOTUFS8854,48207,Yes,10,No Offer,26.32,53,Yes,Yes,Yes,Yes,0.0,0,1895.04,10143.54,3,"(60, 72]",3
2782-LFZVW,33.645672,-117.922613,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,No,0,52,No,No,0,BAWIXV9528,62069,No,0,Offer D,24.57,10,No,No,Yes,No,0.0,70,270.27,941.87,4,"(0, 12]",4
2866-IKBTM,33.477923,-117.705314,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,19.55,19.55,No,0,57,No,No,0,ALBAPI5646,27730,No,0,No Offer,40.63,0,No,No,No,No,0.0,0,40.63,60.18,4,"(0, 12]",4
7129-AZJDE,33.723579,-118.005441,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,0,59,No,Yes,1,RUWSQY9872,58764,Yes,1,Offer C,3.54,12,No,No,Yes,Yes,0.0,0,120.36,2767.56,3,"(24, 48]",3
2560-PPCHE,33.721917,-118.043237,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,No,0,22,Yes,No,0,ELETDI9626,32304,No,0,No Offer,26.83,59,No,Yes,Yes,Yes,0.0,0,1743.95,8488.2,5,"(60, 72]",5
4676-MQUEA,33.570023,-117.773669,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,No,0,80,No,Yes,0,QVHERT1664,25206,Yes,9,No Offer,14.49,17,Yes,No,No,Yes,0.0,0,724.5,5990.0,3,"(48, 60]",3
8138-EALND,33.606899,-117.717854,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,19.75,311.6,No,0,35,No,No,0,KUTROU6336,48273,No,0,No Offer,3.49,0,No,No,No,No,0.0,0,52.35,363.95,5,"(12, 24]",5
3580-HYCSP,33.744439,-117.98588,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,No,0,44,No,Yes,4,FVEOPA4225,8660,Yes,10,No Offer,33.01,51,Yes,No,Yes,Yes,0.0,0,2376.72,10343.62,3,"(60, 72]",3
1352-HNSAW,33.571259,-117.731917,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No,0,26,Yes,Yes,3,JREWGW7498,41237,Yes,9,No Offer,34.69,59,Yes,Yes,Yes,No,0.0,140,2497.68,10858.08,3,"(60, 72]",3
2075-PUEPR,33.603282,-117.821841,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),19.35,1153.25,No,0,46,No,Yes,2,DBWZDG5199,5597,Yes,2,No Offer,24.7,0,No,No,No,No,0.0,0,1358.5,2511.75,3,"(48, 60]",3
1982-FEBTD,33.634626,-117.874882,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),25.6,514.75,No,0,27,Yes,Yes,2,CKVSBE3881,28687,Yes,1,No Offer,25.54,0,No,No,No,No,0.0,0,587.42,1102.17,5,"(12, 24]",5
5791-KAJFD,33.606336,-117.893042,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808,No,0,58,No,Yes,0,EHYNDC6111,3124,Yes,2,No Offer,42.86,8,Yes,No,Yes,Yes,0.0,0,2400.16,6208.16,3,"(48, 60]",3
2654-VBVPB,33.62251,-117.927024,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),19.9,19.9,No,0,22,Yes,No,0,TMFNPY9136,22133,No,0,No Offer,11.83,0,No,No,No,No,0.0,0,11.83,31.73,5,"(0, 12]",5
1154-HYWWO,33.429488,-117.609432,Male,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,No,0,55,No,No,0,TRBZON2722,34946,No,0,Offer C,42.24,22,No,Yes,No,Yes,0.0,0,1605.12,4313.32,3,"(24, 48]",3
2501-XWWTZ,33.4725,-117.584273,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,No,0,51,No,No,0,XAPIJX9672,15297,No,0,No Offer,1.01,8,No,No,No,Yes,0.0,0,11.11,771.16,5,"(0, 12]",5
3716-UVSPD,33.521447,-117.602555,Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,No,0,54,No,No,0,IHZKJP3337,34321,No,0,No Offer,14.97,5,No,Yes,No,No,0.0,10,14.97,74.27,3,"(0, 12]",3
6815-ABQFQ,33.782346,-117.635263,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,No,0,53,No,Yes,0,IGKLWV5228,1859,Yes,1,No Offer,14.43,25,No,Yes,Yes,Yes,0.0,0,808.08,6841.38,3,"(48, 60]",3
7343-EOBEU,33.529047,-117.701175,Male,No,Yes,No,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,23.6,89.05,No,0,19,Yes,Yes,0,VBMVVO3664,62103,Yes,9,Offer E,14.1,0,No,No,No,No,0.0,0,42.3,131.35,5,"(0, 12]",5
3701-SFMUH,33.631119,-117.567346,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,No,0,63,No,Yes,3,DGVEYQ1259,32268,Yes,6,Offer E,5.17,51,No,No,Yes,Yes,0.0,0,36.19,552.34,3,"(0, 12]",3
6103-LIANB,33.752591,-117.993661,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,0,49,No,Yes,1,WOUHLG4631,88230,Yes,3,No Offer,41.09,16,Yes,No,Yes,Yes,0.0,0,2424.31,8286.06,4,"(48, 60]",4
7319-VENRZ,33.624654,-117.611733,Male,No,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,No,0,19,Yes,No,0,ZQZLYZ3763,42193,No,0,Offer E,31.84,58,Yes,Yes,No,Yes,0.0,0,222.88,668.83,4,"(0, 12]",4
5846-NEQVZ,33.611945,-117.665867,Male,No,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,No,0,19,Yes,Yes,0,JPCYTG1385,46371,Yes,3,No Offer,2.43,58,Yes,Yes,Yes,Yes,0.0,0,172.53,5145.93,4,"(60, 72]",4
6967-QIQRV,33.60693,-117.644253,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,No,0,23,Yes,Yes,1,URVZPO4395,46227,Yes,8,No Offer,2.12,30,No,Yes,Yes,No,0.0,120,31.8,1819.05,3,"(12, 24]",3
5781-RFZRP,33.569186,-117.640055,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No,0,34,No,Yes,0,UZQYSK7864,350,Yes,7,No Offer,34.39,5,No,Yes,No,Yes,0.0,0,2441.69,7799.44,3,"(60, 72]",3
0308-IVGOK,33.748635,-117.906125,Female,No,No,No,No,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,No,0,23,Yes,No,0,QIXNNG6223,70011,No,0,No Offer,0.0,59,Yes,Yes,No,Yes,0.0,0,0.0,422.6,5,"(0, 12]",5
7293-LSCDV,33.719869,-117.907063,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),19.25,1103.25,No,0,32,No,Yes,3,MWEOHG4515,91188,Yes,2,No Offer,23.68,0,No,No,No,No,0.0,0,1420.8,2524.05,4,"(48, 60]",4
7025-WCBNE,33.766004,-117.786763,Male,Yes,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754,No,0,74,No,No,0,YTIHWG3392,44117,No,0,No Offer,14.78,10,No,Yes,No,Yes,0.0,0,694.66,3448.66,3,"(24, 48]",3
5756-JYOJT,33.765893,-117.881533,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,0,55,No,No,0,PQSVKT3715,37879,No,0,No Offer,5.0,23,Yes,Yes,Yes,Yes,0.0,0,55.0,752.25,3,"(0, 12]",3
6030-REHUX,33.712036,-117.950113,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,No,0,76,No,Yes,0,ISADYG2445,54548,Yes,6,Offer C,45.67,8,Yes,Yes,No,Yes,0.0,0,1278.76,4483.16,4,"(24, 48]",4
9548-LIGTA,33.735802,-117.818805,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,No,0,26,Yes,Yes,0,WQBRXA9936,55062,Yes,2,No Offer,20.34,51,No,Yes,Yes,No,0.0,0,1240.74,5988.39,3,"(60, 72]",3
5150-LJNSR,33.738543,-117.785046,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,0,27,Yes,Yes,3,OSSPVX3165,17494,Yes,3,Offer C,36.49,59,Yes,No,No,Yes,0.0,0,1131.19,4213.29,4,"(24, 48]",4
